;Acc;f1;Precision;Recall;ROC_AUC;NLL-Cross
CNN_323211[16](5, 5)(2, 2)same0[0]6450False128;0.8947368421052632;0.9166666666666666;0.9166666666666666;0.9166666666666666;0.9672619047619047;0.23462908048378794
